どうせ,どうせ,anyway,どうせ <ruby>間<rt><span class="furigana">ま</span></rt></ruby>に <ruby>合<rt><span class="furigana">あ</span></rt></ruby>わないならゆっくり <ruby>行<rt><span class="furigana">い</span></rt></ruby>こう。,Let's go slowly as we won't make it on time anyway.
とうとう,とうとう,at last; finally,とうとう <ruby>引<rt><span class="furigana">ひ</span></rt></ruby>っ <ruby>越<rt><span class="furigana">こ</span></rt></ruby>しの <ruby>日<rt><span class="furigana">ひ</span></rt></ruby>がきました。,At last; our moving day has come.
さっぱり,さっぱり,completely not,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>の <ruby>言<rt><span class="furigana">い</span></rt></ruby>っていることがさっぱり <ruby>分<rt><span class="furigana">わ</span></rt></ruby>からないの。,I completely don't understand what she says.
すっきり,すっきり,refreshed,よく <ruby>眠<rt><span class="furigana">ねむ</span></rt></ruby>ったら <ruby>気分<rt><span class="furigana">きぶん</span></rt></ruby>がすっきりした。,I felt refreshed after a good sleep.
いちいち,いちいち,every time; about everything,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>はいちいち <ruby>私<rt><span class="furigana">わたし</span></rt></ruby>に <ruby>指図<rt><span class="furigana">さしず</span></rt></ruby>する。,He always has to give me instructions on everything.
そっと,そっと,softly; gently,<ruby>母親<rt><span class="furigana">ははおや</span></rt></ruby>は <ruby>娘<rt><span class="furigana">むすめ</span></rt></ruby>の <ruby>髪<rt><span class="furigana">かみ</span></rt></ruby>をそっとなでたの。,The mother gently smoothed her daughter's hair.
こっそり,こっそり,secretly,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>はこっそりダイエットを <ruby>始<rt><span class="furigana">はじ</span></rt></ruby>めたの。,She secretly started dieting.
随分,ずいぶん,extremely; considerably,<ruby>随分<rt><span class="furigana">ずいぶん</span></rt></ruby> <ruby>早<rt><span class="furigana">はや</span></rt></ruby>く <ruby>終<rt><span class="furigana">お</span></rt></ruby>わったね。,You finished really early.
無事,ぶじ,safely; peacefully,<ruby>無事<rt><span class="furigana">ぶじ</span></rt></ruby>、 <ruby>家<rt><span class="furigana">いえ</span></rt></ruby>に <ruby>着<rt><span class="furigana">つ</span></rt></ruby>きました。,I arrived home safely.
うっかり,うっかり,carelessly; accidentally,<ruby>大事<rt><span class="furigana">だいじ</span></rt></ruby>なメールをうっかり <ruby>消<rt><span class="furigana">け</span></rt></ruby>してしまった。,I accidentally deleted an important email.
わざと,わざと,on purpose,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>はわざと <ruby>負<rt><span class="furigana">ま</span></rt></ruby>けたように <ruby>見<rt><span class="furigana">み</span></rt></ruby>えたな。,It looked like he lost on purpose.
がっかり,がっかり,feel disappointed,<ruby>成績<rt><span class="furigana">せいせき</span></rt></ruby>が <ruby>落<rt><span class="furigana">お</span></rt></ruby>ちてがっかりした。,I was disappointed because my grades fell.
ぼんやり,ぼんやり,vacantly; absent-mindedly,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>遠<rt><span class="furigana">とお</span></rt></ruby>くをぼんやり <ruby>見<rt><span class="furigana">み</span></rt></ruby>ていたの。,He was staring vacantly into the distance.
ちっとも,ちっとも,(not) at all (casual),<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>が <ruby>結婚<rt><span class="furigana">けっこん</span></rt></ruby>したなんて、ちっとも <ruby>知<rt><span class="furigana">し</span></rt></ruby>らなかった。,I didn't know at all that she got married.
まあまあ,まあまあ,now now; well well,まあまあ、 <ruby>落<rt><span class="furigana">お</span></rt></ruby>ち <ruby>着<rt><span class="furigana">つ</span></rt></ruby>いてください。,Now; now; please calm down.
とっくに,とっくに,long ago; already,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>ならとっくに <ruby>帰<rt><span class="furigana">かえ</span></rt></ruby>りましたよ。,He's already gone home.
あいにく,あいにく,unfortunately,<ruby>途中<rt><span class="furigana">とちゅう</span></rt></ruby>であいにく <ruby>雨<rt><span class="furigana">あめ</span></rt></ruby>が <ruby>降<rt><span class="furigana">ふ</span></rt></ruby>り <ruby>出<rt><span class="furigana">だ</span></rt></ruby>したの。,Unfortunately; it began to rain on the way.
