ゴール,ごーる,finish; goal; target,あの <ruby>角<rt><span class="furigana">かど</span></rt></ruby>を <ruby>曲<rt><span class="furigana">ま</span></rt></ruby>がるとゴールが <ruby>見<rt><span class="furigana">み</span></rt></ruby>えてきます。,The goal comes into view when you turn that corner.
引き起こす,ひきおこす,bring about; pull up,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>の <ruby>行動<rt><span class="furigana">こうどう</span></rt></ruby>が <ruby>騒<rt><span class="furigana">さわ</span></rt></ruby>ぎを <ruby>引き<ruby>起<rt><span class="furigana">ひきお</span></rt></ruby>こした。,His behavior caused a commotion.
起立,きりつ,rising; standing up,<ruby>生徒<rt><span class="furigana">せいと</span></rt></ruby>たちは <ruby>起立<rt><span class="furigana">きりつ</span></rt></ruby>して <ruby>先生<rt><span class="furigana">せんせい</span></rt></ruby>に <ruby>挨拶<rt><span class="furigana">あいさつ</span></rt></ruby>した。,Students stood up and greeted the teacher.
安静,あんせい,quiet; rest,<ruby>熱<rt><span class="furigana">ねつ</span></rt></ruby>があるので <ruby>安静<rt><span class="furigana">あんせい</span></rt></ruby>にしてください。,You have a fever so please rest quietly.
静止,せいし,standstill,<ruby>車<rt><span class="furigana">くるま</span></rt></ruby>は <ruby>静止<rt><span class="furigana">せいし</span></rt></ruby>したまま <ruby>動<rt><span class="furigana">うご</span></rt></ruby>かなかった。,The car was still and didn't move.
車両,しゃりょう,rolling stock; vehicle,<ruby>車両<rt><span class="furigana">しゃりょう</span></rt></ruby>の <ruby>査定<rt><span class="furigana">さてい</span></rt></ruby>が <ruby>終了<rt><span class="furigana">しゅうりょう</span></rt></ruby>しました。,The assessment of the vehicle is finished.
両端,りょうはし,both ends,シーツの <ruby>両端<rt><span class="furigana">りょうはし</span></rt></ruby>を <ruby>持<rt><span class="furigana">も</span></rt></ruby>って <ruby>下<rt><span class="furigana">くだ</span></rt></ruby>さい。,Please take both edges of the sheet.
断片,だんぺん,fragment; piece,その <ruby>時<rt><span class="furigana">とき</span></rt></ruby>の <ruby>記憶<rt><span class="furigana">きおく</span></rt></ruby>が <ruby>断片<rt><span class="furigana">だんぺん</span></rt></ruby> <ruby>的<rt><span class="furigana">てき</span></rt></ruby>によみがえる。,My memory of that time is coming back bit by bit.
新刊,しんかん,new publication,<ruby>新刊<rt><span class="furigana">しんかん</span></rt></ruby>が <ruby>店頭<rt><span class="furigana">てんとう</span></rt></ruby>に <ruby>並<rt><span class="furigana">なら</span></rt></ruby>べられている。,The new publications are displayed in the shop.
刊行,かんこう,publication,その <ruby>雑誌<rt><span class="furigana">ざっし</span></rt></ruby>は <ruby>本日<rt><span class="furigana">ほんじつ</span></rt></ruby> <ruby>刊行<rt><span class="furigana">かんこう</span></rt></ruby>されたばかりです。,The magazine was just published today.
