ＯＫ,おーけー,agreement; consent,OK <ruby>僕<rt><span class="furigana">ぼく</span></rt></ruby>に <ruby>任<rt><span class="furigana">まか</span></rt></ruby>せてくれ。,OK. Leave it to me.
兆,ちょう,trillion,その <ruby>会社<rt><span class="furigana">かいしゃ</span></rt></ruby>は<ruby>一 <ruby>兆<rt><span class="furigana">ちょう</span></rt></ruby> <ruby>円<rt><span class="furigana">えん</span></rt></ruby>の <ruby>売上<rt><span class="furigana">うりあげ</span></rt></ruby>を <ruby>達成<rt><span class="furigana">たっせい</span></rt></ruby>した。,The company achieved sales of one trillion yen.
兆し,きざし,omen; sign,<ruby>景気<rt><span class="furigana">けいき</span></rt></ruby> <ruby>回復<rt><span class="furigana">かいふく</span></rt></ruby>の <ruby>兆<rt><span class="furigana">きざ</span></rt></ruby>しが <ruby>見<rt><span class="furigana">み</span></rt></ruby>えている。,The signs of economic recovery can be seen.
一時,ひととき,time; while,<ruby>楽<rt><span class="furigana">たの</span></rt></ruby>しい <ruby>一時<rt><span class="furigana">ひととき</span></rt></ruby>をお <ruby>過<rt><span class="furigana">す</span></rt></ruby>ごしください。,Please have a good time.
時には,ときには,occasionally,<ruby>優<rt><span class="furigana">やさ</span></rt></ruby>しい <ruby>母<rt><span class="furigana">はは</span></rt></ruby>も <ruby>時<rt><span class="furigana">とき</span></rt></ruby>には <ruby>怒<rt><span class="furigana">おこ</span></rt></ruby>ります。,Kind mothers get angry at times; too.
水分,すいぶん,moisture; water,<ruby>風邪<rt><span class="furigana">かぜ</span></rt></ruby>の <ruby>時<rt><span class="furigana">とき</span></rt></ruby>は <ruby>水分<rt><span class="furigana">すいぶん</span></rt></ruby>をたくさん <ruby>取<rt><span class="furigana">と</span></rt></ruby>りなさい。,Be sure to drink plenty of water when you have a cold.
五分,ごぶ,fifty percent; five percent,その <ruby>作品<rt><span class="furigana">さくひん</span></rt></ruby>はまだ<ruby>五 <ruby>分<rt><span class="furigana">ふん</span></rt></ruby>の <ruby>出来<rt><span class="furigana">でき</span></rt></ruby>だ。,The work is only half finished.
何でも,なんでも,anything; whatever,<ruby>何<rt><span class="furigana">なん</span></rt></ruby>でも <ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>町<rt><span class="furigana">まち</span></rt></ruby>を <ruby>出<rt><span class="furigana">で</span></rt></ruby>たらしい。,I heard that he has left town anyway.
何とも,なんとも,not ... at all,<ruby>何<rt><span class="furigana">なん</span></rt></ruby>とも <ruby>困<rt><span class="furigana">こま</span></rt></ruby>ったものだ。,This is very embarrassing.
何かと,なにかと,in various ways,<ruby>最近<rt><span class="furigana">さいきん</span></rt></ruby>は <ruby>何<rt><span class="furigana">なに</span></rt></ruby>かと <ruby>忙<rt><span class="furigana">いそが</span></rt></ruby>しいです。,I have been pretty busy recently.
何ら,なんら,of any kind; whatever,この <ruby>企画<rt><span class="furigana">きかく</span></rt></ruby>に <ruby>何<rt><span class="furigana">なん</span></rt></ruby>ら <ruby>問題<rt><span class="furigana">もんだい</span></rt></ruby>はありません。,There are no problems in this plan.
