浴びる,あびる,take (a shower),<ruby>私<rt><span class="furigana">わたし</span></rt></ruby>は <ruby>朝<rt><span class="furigana">あさ</span></rt></ruby>、シャワーを <ruby>浴<rt><span class="furigana">あ</span></rt></ruby>びます。,I take a shower in the morning.
渇く,かわく,be thirsty,<ruby>喉<rt><span class="furigana">のど</span></rt></ruby>が <ruby>渇<rt><span class="furigana">かわ</span></rt></ruby>きました。,I'm thirsty.
履く,はく,put on (shoes); wear (pants; skirt),<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>はブーツを <ruby>履<rt><span class="furigana">は</span></rt></ruby>いています。,She's wearing boots.
飾る,かざる,decorate,テーブルの <ruby>上<rt><span class="furigana">うえ</span></rt></ruby>に <ruby>花<rt><span class="furigana">はな</span></rt></ruby>を <ruby>飾<rt><span class="furigana">かざ</span></rt></ruby>りました。,I decorated the table with flowers.
眠る,ねむる,sleep,<ruby>昨日<rt><span class="furigana">きのう</span></rt></ruby>は８ <ruby>時間<rt><span class="furigana">じかん</span></rt></ruby> <ruby>眠<rt><span class="furigana">ねむ</span></rt></ruby>りました。,I slept for eight hours yesterday.
掛ける,かける,hang; put on,<ruby>夫<rt><span class="furigana">おっと</span></rt></ruby>の <ruby>服<rt><span class="furigana">ふく</span></rt></ruby>をハンガーに <ruby>掛<rt><span class="furigana">か</span></rt></ruby>けた。,I put my husband's clothes on a hanger.
迎える,むかえる,welcome; greet,<ruby>姉<rt><span class="furigana">あね</span></rt></ruby>が <ruby>空港<rt><span class="furigana">くうこう</span></rt></ruby>まで <ruby>迎<rt><span class="furigana">むか</span></rt></ruby>えに <ruby>来<rt><span class="furigana">き</span></rt></ruby>てくれます。,My big sister is coming to pick me up at the airport.
釣る,つる,fish; catch,<ruby>昨日<rt><span class="furigana">きのう</span></rt></ruby> <ruby>大<rt><span class="furigana">おお</span></rt></ruby>きな <ruby>魚<rt><span class="furigana">さかな</span></rt></ruby>を <ruby>釣<rt><span class="furigana">つ</span></rt></ruby>りました。,I caught a big fish yesterday.
沸く,わく,boil; get loud (crowd applause etc.),お <ruby>風呂<rt><span class="furigana">ふろ</span></rt></ruby>が <ruby>沸<rt><span class="furigana">わ</span></rt></ruby>きました。,The bath is ready.
沸かす,わかす,boil (water),お <ruby>湯<rt><span class="furigana">ゆ</span></rt></ruby>を <ruby>沸<rt><span class="furigana">わ</span></rt></ruby>かしてください。,Please boil some water.
