鬘,かつら,toupee; wig,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>はかつらをつけているらしい。,He seems to be wearing a wig.
あたかも,あたかも,as if; like,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>部下<rt><span class="furigana">ぶか</span></rt></ruby>をあたかも <ruby>召<rt><span class="furigana">め</span></rt></ruby>し <ruby>使<rt><span class="furigana">つか</span></rt></ruby>いのように <ruby>扱<rt><span class="furigana">あつか</span></rt></ruby>う。,He always treats his subordinates as if they were servants.
一円,いちえん,throughout the region,<ruby>関東<rt><span class="furigana">かんとう</span></rt></ruby><ruby>一 <ruby>円<rt><span class="furigana">えん</span></rt></ruby>に <ruby>雪<rt><span class="furigana">ゆき</span></rt></ruby>が <ruby>降<rt><span class="furigana">ふ</span></rt></ruby>った。,It snowed all over Kanto.
日に日に,ひにひに,day by day; every day,<ruby>娘<rt><span class="furigana">むすめ</span></rt></ruby>は <ruby>日に<ruby>日<rt><span class="furigana">ひにひ</span></rt></ruby>に <ruby>大<rt><span class="furigana">おお</span></rt></ruby>きくなっています。,Our daughter is getting bigger day by day.
何分,なにぶん,anyway; please,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>何分<rt><span class="furigana">なにぶん</span></rt></ruby>まだ <ruby>若<rt><span class="furigana">わか</span></rt></ruby>いので <ruby>許<rt><span class="furigana">ゆる</span></rt></ruby>してやってください。,He is still young so please forgive him.
先だって,せんだって,lately; the other day,<ruby>先<rt><span class="furigana">せん</span></rt></ruby>だって <ruby>京都<rt><span class="furigana">きょうと</span></rt></ruby>に <ruby>行<rt><span class="furigana">い</span></rt></ruby>ってきました。,I went ahead to Kyoto.
よそ行き,よそゆき,best behavior; formal; going out,<ruby>母<rt><span class="furigana">はは</span></rt></ruby>がよそ <ruby>行<rt><span class="furigana">ゆ</span></rt></ruby>き <ruby>用<rt><span class="furigana">よう</span></rt></ruby>の <ruby>服<rt><span class="furigana">ふく</span></rt></ruby>を <ruby>買<rt><span class="furigana">か</span></rt></ruby>ってくれた。,My mother bought some nice dress clothes for me.
大ざっぱ,おおざっぱ,rough; sketchy,<ruby>大<rt><span class="furigana">おお</span></rt></ruby>ざっぱでいいから <ruby>教<rt><span class="furigana">おし</span></rt></ruby>えて。,Tell me roughly about it.
下す,くだす,bestow; give a command,<ruby>社長<rt><span class="furigana">しゃちょう</span></rt></ruby>は <ruby>重要<rt><span class="furigana">じゅうよう</span></rt></ruby>な <ruby>決断<rt><span class="furigana">けつだん</span></rt></ruby>を <ruby>下<rt><span class="furigana">くだ</span></rt></ruby>した。,The president handed down an important resolution.
人だかり,ひとだかり,crowd; throng,<ruby>道<rt><span class="furigana">みち</span></rt></ruby>に <ruby>人<rt><span class="furigana">ひと</span></rt></ruby>だかりができている。,There is a crowd gathering on the street.
ビスケット,びすけっと,biscuit; cookie,<ruby>子供<rt><span class="furigana">こども</span></rt></ruby>にビスケットをあげました。,I gave a cookie to the child.
水入らず,みずいらず,by themselves; with no one else,<ruby>夫婦<rt><span class="furigana">ふうふ</span></rt></ruby> <ruby>水入<rt><span class="furigana">みずい</span></rt></ruby>らずで <ruby>旅行<rt><span class="furigana">りょこう</span></rt></ruby>に <ruby>行<rt><span class="furigana">い</span></rt></ruby>った。,The couple went on a trip; just the two of them.
力む,りきむ,strain; swagger,<ruby>力<rt><span class="furigana">りき</span></rt></ruby>まないでリラックスしましょう。,Let's relax and not overdo it.
口先,くちさき,lip service; lips,<ruby>口先<rt><span class="furigana">くちさき</span></rt></ruby>だけの <ruby>同情<rt><span class="furigana">どうじょう</span></rt></ruby>は <ruby>聞<rt><span class="furigana">き</span></rt></ruby>きたくありません。,I do not want to hear empty words of sympathy.
口出し,くちだし,interference,うちのことに <ruby>口出<rt><span class="furigana">くちだ</span></rt></ruby>ししないでください。,Please don't stick your nose in my business.
口々に,くちぐちに,variously,みんな <ruby>口々<rt><span class="furigana">くちぐち</span></rt></ruby>に <ruby>意見<rt><span class="furigana">いけん</span></rt></ruby>を <ruby>言<rt><span class="furigana">い</span></rt></ruby>った。,Everyone gave their own opinions.
口ごもる,くちごもる,mumble,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>厳<rt><span class="furigana">きび</span></rt></ruby>しく <ruby>質問<rt><span class="furigana">しつもん</span></rt></ruby>されて <ruby>口<rt><span class="furigana">くち</span></rt></ruby>ごもった。,He hemmed and hawed when he was questioned harshly.
土手,どて,bank; embankment,<ruby>晴<rt><span class="furigana">は</span></rt></ruby>れた <ruby>日<rt><span class="furigana">ひ</span></rt></ruby>はよく <ruby>土手<rt><span class="furigana">どて</span></rt></ruby>を <ruby>散歩<rt><span class="furigana">さんぽ</span></rt></ruby>します。,I often stroll along the bank on sunny days.
手分け,てわけ,division; split,みんなで <ruby>手分<rt><span class="furigana">てわ</span></rt></ruby>けして <ruby>掃除<rt><span class="furigana">そうじ</span></rt></ruby>をしました。,We divided the cleaning work between everyone.
足る,たる,get by; suffice,あの <ruby>映画<rt><span class="furigana">えいが</span></rt></ruby>は <ruby>見<rt><span class="furigana">み</span></rt></ruby>るに <ruby>足<rt><span class="furigana">た</span></rt></ruby>らない。,That movie is not worth seeing.
がっちり,がっちり,tightly,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>の <ruby>心<rt><span class="furigana">こころ</span></rt></ruby>をがっちりつかんだ。,She captured his heart.
土足,どそく,wearing shoes,ここに <ruby>土足<rt><span class="furigana">どそく</span></rt></ruby>で <ruby>入<rt><span class="furigana">はい</span></rt></ruby>らないでください。,Please do not enter wearing shoes.
供える,そなえる,offer,お <ruby>墓<rt><span class="furigana">はか</span></rt></ruby>に <ruby>花<rt><span class="furigana">はな</span></rt></ruby>を <ruby>供<rt><span class="furigana">そな</span></rt></ruby>えました。,I offered flowers at the grave.
好き好き,すきずき,a matter of taste,どちらを <ruby>選<rt><span class="furigana">えら</span></rt></ruby>ぼうと <ruby>人<rt><span class="furigana">ひと</span></rt></ruby> <ruby>好<rt><span class="furigana">す</span></rt></ruby>き <ruby>好<rt><span class="furigana">す</span></rt></ruby>きです。,Whichever you choose; it is a matter of personal taste.
耳元,みみもと,close to one's ears,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>耳元<rt><span class="furigana">みみもと</span></rt></ruby>で <ruby>囁<rt><span class="furigana">ささや</span></rt></ruby>いた。,She whispered in my ear.
