無料,むりょう,no charge; free,お <ruby>飲<rt><span class="furigana">の</span></rt></ruby>み <ruby>物<rt><span class="furigana">もの</span></rt></ruby>は <ruby>無料<rt><span class="furigana">むりょう</span></rt></ruby>でございます。,Beverages are free of charge.
孫,まご,grandchild,<ruby>昨日<rt><span class="furigana">きのう</span></rt></ruby>、 <ruby>孫<rt><span class="furigana">まご</span></rt></ruby>が <ruby>生<rt><span class="furigana">う</span></rt></ruby>まれました。,My grandchild was born yesterday.
机,つくえ,desk,<ruby>新<rt><span class="furigana">あたら</span></rt></ruby>しい <ruby>机<rt><span class="furigana">つくえ</span></rt></ruby>を <ruby>買<rt><span class="furigana">か</span></rt></ruby>ってもらいました。,They bought me a new desk.
お釣り,おつり,change (of money),<ruby>母<rt><span class="furigana">はは</span></rt></ruby>はお <ruby>釣<rt><span class="furigana">つ</span></rt></ruby>りを <ruby>確<rt><span class="furigana">たし</span></rt></ruby>かめた。,My mother checked the change.
鍵,かぎ,key; lock,<ruby>出<rt><span class="furigana">で</span></rt></ruby>かけるときは <ruby>鍵<rt><span class="furigana">かぎ</span></rt></ruby>を <ruby>掛<rt><span class="furigana">か</span></rt></ruby>けてください。,Please lock the door when you leave.
あれこれ,あれこれ,this and that; one thing or another,<ruby>服<rt><span class="furigana">ふく</span></rt></ruby>を <ruby>買<rt><span class="furigana">か</span></rt></ruby>うのにあれこれ <ruby>迷<rt><span class="furigana">まよ</span></rt></ruby>いました。,I couldn't decide what clothes to buy.
寿司,すし,sushi,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>寿司<rt><span class="furigana">すし</span></rt></ruby>を <ruby>初<rt><span class="furigana">はじ</span></rt></ruby>めて <ruby>食<rt><span class="furigana">た</span></rt></ruby>べました。,She ate sushi for the first time.
湯,ゆ,hot water,お <ruby>風呂<rt><span class="furigana">ふろ</span></rt></ruby>のお <ruby>湯<rt><span class="furigana">ゆ</span></rt></ruby>が <ruby>一杯<rt><span class="furigana">いっぱい</span></rt></ruby>です。,The bath is filled with hot water.
洗濯,せんたく,laundry; washing,<ruby>一週<rt><span class="furigana">いっしゅう</span></rt></ruby> <ruby>間<rt><span class="furigana">かん</span></rt></ruby>、 <ruby>洗濯<rt><span class="furigana">せんたく</span></rt></ruby>をしていない。,I haven't done the laundry for a week.
髪の毛,かみのけ,hair,<ruby>髪<rt><span class="furigana">かみ</span></rt></ruby>の <ruby>毛<rt><span class="furigana">け</span></rt></ruby>が <ruby>伸<rt><span class="furigana">の</span></rt></ruby>びたね。,Your hair's grown long.
髪,かみ,hair,<ruby>昨日<rt><span class="furigana">きのう</span></rt></ruby>、 <ruby>髪<rt><span class="furigana">かみ</span></rt></ruby>を <ruby>切<rt><span class="furigana">き</span></rt></ruby>りました。,I had my hair cut yesterday.
肩,かた,shoulder,<ruby>肩<rt><span class="furigana">かた</span></rt></ruby>が <ruby>凝<rt><span class="furigana">こ</span></rt></ruby>りました。,My shoulders are stiff.
鼻,はな,nose,<ruby>鼻<rt><span class="furigana">はな</span></rt></ruby>がかゆいです。,My nose is itchy.
戸,と,door,<ruby>部屋<rt><span class="furigana">へや</span></rt></ruby>の <ruby>戸<rt><span class="furigana">と</span></rt></ruby>が <ruby>開<rt><span class="furigana">あ</span></rt></ruby>いています。,The room's door is open.
腕,うで,arm,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>の <ruby>腕<rt><span class="furigana">うで</span></rt></ruby>は <ruby>太<rt><span class="furigana">ふと</span></rt></ruby>い。,He has big arms.
お菓子,おかし,sweets; snacks,お <ruby>母<rt><span class="furigana">かあ</span></rt></ruby>さんと <ruby>一緒<rt><span class="furigana">いっしょ</span></rt></ruby>にお <ruby>菓子<rt><span class="furigana">かし</span></rt></ruby>を <ruby>作<rt><span class="furigana">つく</span></rt></ruby>りました。,I made sweets with my mother.
財布,さいふ,purse; wallet,<ruby>会社<rt><span class="furigana">かいしゃ</span></rt></ruby>に <ruby>財布<rt><span class="furigana">さいふ</span></rt></ruby>を <ruby>忘<rt><span class="furigana">わす</span></rt></ruby>れた。,I left my wallet at the office.
ついで,ついで,on the way; to take the opportunity,ついでだから <ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>も <ruby>呼<rt><span class="furigana">よ</span></rt></ruby>ぼうよ。,Let's use this chance to invite him too.
玄関,げんかん,entrance; door,<ruby>玄関<rt><span class="furigana">げんかん</span></rt></ruby>に <ruby>花<rt><span class="furigana">はな</span></rt></ruby>を <ruby>飾<rt><span class="furigana">かざ</span></rt></ruby>りました。,I decorated the entrance with flowers.
眼鏡,めがね,glasses,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>眼鏡<rt><span class="furigana">めがね</span></rt></ruby>をかけています。,He's wearing glasses.
お巡りさん,おまわりさん,police officer,あのお <ruby>巡<rt><span class="furigana">まわ</span></rt></ruby>りさんに <ruby>道<rt><span class="furigana">みち</span></rt></ruby>を <ruby>聞<rt><span class="furigana">き</span></rt></ruby>きましょう。,Let's ask that police officer for directions.
幾ら,いくら,how much,この <ruby>靴<rt><span class="furigana">くつ</span></rt></ruby>は <ruby>幾<rt><span class="furigana">いく</span></rt></ruby>らですか。,How much are these shoes?
僕,ぼく,I; me (usually used by young males),<ruby>僕<rt><span class="furigana">ぼく</span></rt></ruby>は <ruby>学生<rt><span class="furigana">がくせい</span></rt></ruby>です。,I'm a student.
穴,あな,hole,<ruby>靴下<rt><span class="furigana">くつした</span></rt></ruby>に <ruby>穴<rt><span class="furigana">あな</span></rt></ruby>が <ruby>開<rt><span class="furigana">あ</span></rt></ruby>いている。,There are holes in my socks.
爪,つめ,nail; claw,<ruby>爪<rt><span class="furigana">つめ</span></rt></ruby>が <ruby>伸<rt><span class="furigana">の</span></rt></ruby>びています。,My nails have grown.
棚,たな,shelf; rack,<ruby>大<rt><span class="furigana">おお</span></rt></ruby>きな <ruby>棚<rt><span class="furigana">たな</span></rt></ruby>はとても <ruby>便利<rt><span class="furigana">べんり</span></rt></ruby>です。,A large set of shelves is very useful.
本棚,ほんだな,bookshelf; bookcase,これはとても <ruby>大<rt><span class="furigana">おお</span></rt></ruby>きな <ruby>本棚<rt><span class="furigana">ほんだな</span></rt></ruby>ですね。,This is a very big bookshelf.
コメント,こめんと,comment,<ruby>今日<rt><span class="furigana">きょう</span></rt></ruby>はユーザーからのコメントはなかった。,There was no comment from users today.
釣り,つり,fishing,<ruby>父<rt><span class="furigana">ちち</span></rt></ruby>は <ruby>釣<rt><span class="furigana">つ</span></rt></ruby>りが <ruby>大好<rt><span class="furigana">だいす</span></rt></ruby>きです。,My father loves fishing.
鍋,なべ,pan,<ruby>鍋<rt><span class="furigana">なべ</span></rt></ruby>にスープが <ruby>入<rt><span class="furigana">はい</span></rt></ruby>っているよ。,There's some soup in the pan.
温泉,おんせん,hot spring,ここの <ruby>温泉<rt><span class="furigana">おんせん</span></rt></ruby>はよく <ruby>効<rt><span class="furigana">き</span></rt></ruby>くそうです。,I hear this hot spring is very effective.
泥棒,どろぼう,thief; burglar,<ruby>近所<rt><span class="furigana">きんじょ</span></rt></ruby>に <ruby>泥棒<rt><span class="furigana">どろぼう</span></rt></ruby>が <ruby>入<rt><span class="furigana">はい</span></rt></ruby>った。,There was a burglary in the neighborhood.
テント,てんと,tent,みんなでテントを <ruby>張<rt><span class="furigana">は</span></rt></ruby>りました。,We set up the tent together.
洗濯機,せんたくき,washing machine; washer,<ruby>新<rt><span class="furigana">あたら</span></rt></ruby>しい <ruby>洗濯<rt><span class="furigana">せんたく</span></rt></ruby> <ruby>機<rt><span class="furigana">き</span></rt></ruby>を <ruby>買<rt><span class="furigana">か</span></rt></ruby>いました。,I bought a new washing machine.
喫茶店,きっさてん,coffee shop; café,<ruby>喫茶店<rt><span class="furigana">きっさてん</span></rt></ruby>でコーヒーを <ruby>飲<rt><span class="furigana">の</span></rt></ruby>んだ。,I drank coffee in the café.
エアメール,えあめーる,airmail (loanword),<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>にエアメールを <ruby>送<rt><span class="furigana">おく</span></rt></ruby>りました。,I sent him a letter by airmail.
虫,むし,insect; bug,<ruby>庭<rt><span class="furigana">にわ</span></rt></ruby>で <ruby>秋<rt><span class="furigana">あき</span></rt></ruby>の <ruby>虫<rt><span class="furigana">むし</span></rt></ruby>が <ruby>鳴<rt><span class="furigana">な</span></rt></ruby>いているね。,Autumn insects are chirping in the garden.
一生懸命,いっしょうけんめい,hard-working; doing one's best,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>毎日<rt><span class="furigana">まいにち</span></rt></ruby> <ruby>一生懸命<rt><span class="furigana">いっしょうけんめい</span></rt></ruby> <ruby>働<rt><span class="furigana">はたら</span></rt></ruby>いている。,He works hard every day.
休憩,きゅうけい,rest; break,<ruby>少<rt><span class="furigana">すこ</span></rt></ruby>し <ruby>休憩<rt><span class="furigana">きゅうけい</span></rt></ruby>しましょう。,Let's take a break.
天井,てんじょう,ceiling,この <ruby>部屋<rt><span class="furigana">へや</span></rt></ruby>は <ruby>天井<rt><span class="furigana">てんじょう</span></rt></ruby>が <ruby>高<rt><span class="furigana">たか</span></rt></ruby>いですね。,This room has a high ceiling.
ナイロン,ないろん,nylon,このジャケットはナイロンでできています。,This jacket is made of nylon.
納豆,なっとう,fermented soybeans,<ruby>私<rt><span class="furigana">わたし</span></rt></ruby>は <ruby>納豆<rt><span class="furigana">なっとう</span></rt></ruby>をよく <ruby>食<rt><span class="furigana">た</span></rt></ruby>べます。,I often eat natto.
化粧,けしょう,makeup,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>化粧<rt><span class="furigana">けしょう</span></rt></ruby>が <ruby>上手<rt><span class="furigana">うま</span></rt></ruby>い。,She's good at makeup.
