たまに,たまに,occasionally; by chance,<ruby>彼<rt>かれ</rt></ruby>はたまに <ruby>料理<rt>りょうり</rt></ruby>をします。,He cooks on some occasions.
なかなか,なかなか,not easily; not readily,<ruby>荷物<rt>にもつ</rt></ruby>がなかなか <ruby>届<rt>とど</rt></ruby>きません。,The parcel still hasn't arrived.
さっき,さっき,earlier; only a moment ago,さっきの <ruby>話<rt>はなし</rt></ruby>を <ruby>続<rt>つづ</rt></ruby>けましょう。,Let's continue the conversation we had earlier.
そんなに,そんなに,so much,<ruby>一<rt>いち</rt></ruby> <ruby>度<rt>ど</rt></ruby>にそんなにたくさんはできない。,You can't do so much at one time.
一緒に,いっしょに,together; at the same time,<ruby>一緒<rt>いっしょ</rt></ruby>に <ruby>帰<rt>かえ</rt></ruby>りましょう。,Let's go home together.
例えば,たとえば,for example,<ruby>例<rt>たと</rt></ruby>えば、このソフトで <ruby>日本語<rt>にほんご</rt></ruby>を <ruby>勉強<rt>べんきょう</rt></ruby>することができます。,You can use this software to study Japanese; for example.
いつでも,いつでも,at all times; any time,いつでもうちに <ruby>来<rt>き</rt></ruby>てください。,Please come to my house any time.
絶対に,ぜったいに,absolutely; definitely,<ruby>絶対<rt>ぜったい</rt></ruby>に <ruby>駄目<rt>だめ</rt></ruby>です。,Absolutely not.
そろそろ,そろそろ,soon; it's about time,そろそろ <ruby>始<rt>はじ</rt></ruby>めましょうか。,It's about time to begin.
めったに,めったに,rarely; seldom,<ruby>彼女<rt>かのじょ</rt></ruby>はめったに <ruby>怒<rt>おこ</rt></ruby>りません。,She rarely gets angry.
早速,さっそく,immediately; right away,では <ruby>早速<rt>さっそく</rt></ruby> <ruby>書類<rt>しょるい</rt></ruby>をお <ruby>送<rt>おく</rt></ruby>りします。,I will send the documents immediately.
始めに,はじめに,in the beginning; first,<ruby>始<rt>はじ</rt></ruby>めにスープが <ruby>出<rt>で</rt></ruby>ます。,Soup will be served first.
やっぱり,やっぱり,just as I thought; after all,やっぱり <ruby>旅<rt>たび</rt></ruby>が <ruby>大好<rt>だいす</rt></ruby>きだ。,I just love to travel.
真っ直ぐ,まっすぐ,straight,この <ruby>道<rt>みち</rt></ruby>を <ruby>真<rt>ま</rt></ruby>っ <ruby>直<rt>す</rt></ruby>ぐ <ruby>行<rt>い</rt></ruby>ってください。,Please go straight along this road.
きっと,きっと,surely; certainly,<ruby>明日<rt>あした</rt></ruby>はきっと <ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>ります。,I'm sure it'll rain tomorrow.
主に,おもに,mostly; predominantly,この <ruby>商品<rt>しょうひん</rt></ruby>は <ruby>主<rt>おも</rt></ruby>に <ruby>女性<rt>じょせい</rt></ruby>に <ruby>人気<rt>にんき</rt></ruby>がありまして。,This product is predominantly popular among women.
別に,べつに,particularly; not really,<ruby>私<rt>わたし</rt></ruby>は <ruby>別<rt>べつ</rt></ruby>に <ruby>気<rt>き</rt></ruby>になりません。,I don't really care about it.
普段,ふだん,usual; ordinary,<ruby>私<rt>わたし</rt></ruby>は <ruby>普段<rt>ふだん</rt></ruby>はＴシャツとジーンズを <ruby>着<rt>き</rt></ruby>ています。,I usually wear a T-shirt and jeans.
ほぼ,ほぼ,almost; nearly,<ruby>仕事<rt>しごと</rt></ruby>がほぼ <ruby>終<rt>お</rt></ruby>わりました。,My work is almost finished.
あんなに,あんなに,that much; such,あんなにいい <ruby>人<rt>ひと</rt></ruby>はいません。,I've never seen such a good-hearted person.
ちゃんと,ちゃんと,correctly; properly,<ruby>朝食<rt>ちょうしょく</rt></ruby>はちゃんと <ruby>食<rt>た</rt></ruby>べましたか。,Did you eat a good breakfast?
のんびり,のんびり,take it easy,<ruby>休<rt>やす</rt></ruby>みの <ruby>日<rt>ひ</rt></ruby>は <ruby>家<rt>うち</rt></ruby>でのんびり <ruby>過<rt>す</rt></ruby>ごします。,I spend my days off relaxing at home.
ぐっすり,ぐっすり,soundly,<ruby>赤<rt>あか</rt></ruby>ちゃんがぐっすり <ruby>寝<rt>ね</rt></ruby>ている。,The baby's sleeping soundly.
結構,けっこう,quite,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>結構<rt>けっこう</rt></ruby>めがねが <ruby>似合<rt>にあ</rt></ruby>うね。,She looks good in glasses.
とにかく,とにかく,in any case; anyway,とにかく <ruby>現場<rt>げんば</rt></ruby>へ <ruby>行<rt>い</rt></ruby>ってみましょう。,Anyway; let's go to the site.
ぶらぶら,ぶらぶら,wander; walk around,<ruby>朝<rt>あさ</rt></ruby>、 <ruby>近所<rt>きんじょ</rt></ruby>をぶらぶらした。,I wandered around the neighborhood this morning.
いかが,いかが,how,お <ruby>加減<rt>かげん</rt></ruby>はいかがですか。,How are you feeling?
きらきら,きらきら,sparkling; glittering,<ruby>星<rt>ほし</rt></ruby>がきらきら <ruby>光<rt>ひか</rt></ruby>っている。,The stars are shining brightly.
こんなに,こんなに,this much; such,こんなに <ruby>面白<rt>おもしろ</rt></ruby>い <ruby>本<rt>ほん</rt></ruby>は <ruby>初<rt>はじ</rt></ruby>めて <ruby>読<rt>よ</rt></ruby>んだ。,I've never read such an interesting book.
どきどき,どきどき,feel excited; feel nervous,<ruby>彼女<rt>かのじょ</rt></ruby>に <ruby>会<rt>あ</rt></ruby>うとどきどきします。,I feel nervous when I see her.
再び,ふたたび,again; a second time,<ruby>彼<rt>かれ</rt></ruby>は <ruby>再<rt>ふたた</rt></ruby>びここに <ruby>戻<rt>もど</rt></ruby>ってきた。,He came back here once again.
にこにこ,にこにこ,smile,<ruby>彼女<rt>かのじょ</rt></ruby>はいつもにこにこしています。,She's always smiling.
ぐらぐら,ぐらぐら,shaky; unstable,<ruby>地震<rt>じしん</rt></ruby>で <ruby>家<rt>いえ</rt></ruby>がぐらぐらと <ruby>揺<rt>ゆ</rt></ruby>れた。,The house shook because of the earthquake.
絶対,ぜったい,absolutely; never,そんなことは <ruby>絶対<rt>ぜったい</rt></ruby>できないよ。,I can never ever do such a thing.
大抵,たいてい,generally; mostly,<ruby>朝食<rt>ちょうしょく</rt></ruby>は <ruby>大抵<rt>たいてい</rt></ruby>７ <ruby>時<rt>じ</rt></ruby> <ruby>頃<rt>ごろ</rt></ruby>に <ruby>食<rt>た</rt></ruby>べます。,I usually eat breakfast around seven o'clock.
一時,いちじ,temporarily,お <ruby>店<rt>みせ</rt></ruby>は <ruby>一時<rt>いちじ</rt></ruby> <ruby>休業<rt>きゅうぎょう</rt></ruby>になったんだ。,The store was temporarily closed.
年々,ねんねん,year by year,<ruby>東京<rt>とうきょう</rt></ruby>の <ruby>人口<rt>じんこう</rt></ruby>は <ruby>年々<rt>ねんねん</rt></ruby> <ruby>増<rt>ふ</rt></ruby>えています。,The population of Tokyo is increasing year by year.
何となく,なんとなく,for some reason,パーティーに <ruby>行<rt>い</rt></ruby>くのは <ruby>何<rt>なん</rt></ruby>となく <ruby>気<rt>き</rt></ruby>が <ruby>進<rt>すす</rt></ruby>まないな。,For some reason I don't feel like going to the party.
先に,さきに,before; ahead,では、 <ruby>私<rt>わたし</rt></ruby>たちは <ruby>先<rt>さき</rt></ruby>に <ruby>出発<rt>しゅっぱつ</rt></ruby>します。,We will leave before you then.
大いに,おおいに,very; to the great extent,<ruby>大<rt>おお</rt></ruby>いに <ruby>学<rt>まな</rt></ruby>び、 <ruby>大<rt>おお</rt></ruby>いに <ruby>遊<rt>あそ</rt></ruby>びなさい。,Study hard; play hard.
少なくとも,すくなくとも,at least; at a minimum,この <ruby>仕事<rt>しごと</rt></ruby>には <ruby>少<rt>すく</rt></ruby>なくとも２ <ruby>週間<rt>しゅうかん</rt></ruby> <ruby>必要<rt>ひつよう</rt></ruby>でしょう。,It will take at least two weeks to finish this job.
多少,たしょう,somewhat; to some extent,このソフトには <ruby>多少<rt>たしょう</rt></ruby> <ruby>問題<rt>もんだい</rt></ruby>がある。,This software has some problems.
なるべく,なるべく,as...as possible; if possible,なるべく <ruby>早<rt>はや</rt></ruby>く <ruby>仕事<rt>しごと</rt></ruby>を <ruby>終<rt>お</rt></ruby>わらせてください。,Please finish your work as quickly as possible.
じっと,じっと,without moving; still,あの <ruby>生徒<rt>せいと</rt></ruby>はじっと <ruby>先生<rt>せんせい</rt></ruby>の <ruby>話<rt>はなし</rt></ruby>を <ruby>聞<rt>き</rt></ruby>いていたね。,The pupil was listening attentively to the teacher.
本来,ほんらい,originally; (in) true self,<ruby>彼女<rt>かのじょ</rt></ruby>はプレッシャーから <ruby>解放<rt>かいほう</rt></ruby>されて <ruby>本来<rt>ほんらい</rt></ruby>の <ruby>自分<rt>じぶん</rt></ruby>に <ruby>戻<rt>もど</rt></ruby>ったな。,Freed from the pressure; she regained herself again.
一体,いったい,what on earth,<ruby>一体<rt>いったい</rt></ruby> <ruby>何事<rt>なにごと</rt></ruby>ですか。,What on earth is going on?
大体,だいたい,about; anyway,<ruby>大体<rt>だいたい</rt></ruby>、 <ruby>初<rt>はじ</rt></ruby>めから <ruby>無理<rt>むり</rt></ruby>な <ruby>計画<rt>けいかく</rt></ruby>だったのだ。,It was a far-fetched plan from the beginning anyway.
どうしても,どうしても,by any means; really,どうしてもその <ruby>訳<rt>わけ</rt></ruby>を <ruby>知<rt>し</rt></ruby>りたい。,I really want to know the reason.
ふらふら,ふらふら,be dizzy; lightheaded,<ruby>私<rt>わたし</rt></ruby>は <ruby>疲<rt>つか</rt></ruby>れてふらふらです。,I'm tired and feel dizzy.
だんだん,だんだん,gradually; little by little,だんだん <ruby>仕事<rt>しごと</rt></ruby>が <ruby>楽<rt>たの</rt></ruby>しくなってきました。,Little by little I've come to enjoy my work.
ぎらぎら,ぎらぎら,glaring; blinding,<ruby>太陽<rt>たいよう</rt></ruby>がぎらぎらしている。,The sun is glaring.
いよいよ,いよいよ,finally; any moment,<ruby>明日<rt>あした</rt></ruby>はいよいよ <ruby>出発<rt>しゅっぱつ</rt></ruby>の <ruby>日<rt>ひ</rt></ruby>です。,We'll finally leave here tomorrow.
どんどん,どんどん,quickly; rapidly,<ruby>彼<rt>かれ</rt></ruby>は <ruby>山道<rt>やまみち</rt></ruby>をどんどん <ruby>進<rt>すす</rt></ruby>んで <ruby>行<rt>い</rt></ruby>ったの。,He made quick progress along the mountain path.
いつの間にか,いつのまにか,without noticing/realizing,いつの <ruby>間<rt>ま</rt></ruby>にか <ruby>夜<rt>よ</rt></ruby>が <ruby>明<rt>あ</rt></ruby>けていたね。,The dawn had broken before we realized it.
間もなく,まもなく,soon; in a short time,あの <ruby>飛行機<rt>ひこうき</rt></ruby>は <ruby>間<rt>ま</rt></ruby>もなく <ruby>着陸<rt>ちゃくりく</rt></ruby>しますね。,That airplane will be landing soon.
いつの間に,いつのまに,when,<ruby>彼<rt>かれ</rt></ruby>はいつの <ruby>間<rt>ま</rt></ruby>にいなくなったの？。,When did he leave?
最も,もっとも,the most,<ruby>彼<rt>かれ</rt></ruby>は <ruby>世界<rt>せかい</rt></ruby>で <ruby>最<rt>もっと</rt></ruby>も <ruby>速<rt>はや</rt></ruby>い <ruby>男<rt>おとこ</rt></ruby>です。,He's the fastest man in the world.
しっかり,しっかり,mature; responsible,<ruby>彼<rt>かれ</rt></ruby>は <ruby>若<rt>わか</rt></ruby>いのにしっかりしてるね。,He is responsible even though he is young.
すっかり,すっかり,all; completely,<ruby>買<rt>か</rt></ruby>い <ruby>物<rt>もの</rt></ruby>をすっかり <ruby>忘<rt>わす</rt></ruby>れていた。,I completely forgot about the shopping.
あんまり,あんまり,(not) that much; (not) so much,これはあんまり <ruby>好<rt>す</rt></ruby>きじゃないな。,I don't like this very much.
いきなり,いきなり,all of a sudden; suddenly,<ruby>後<rt>うし</rt></ruby>ろからいきなり <ruby>肩<rt>かた</rt></ruby>をたたかれた。,Someone tapped on my shoulder suddenly from behind.
ざあざあ,ざあざあ,pouring,<ruby>雨<rt>あめ</rt></ruby>がざあざあ <ruby>降<rt>ふ</rt></ruby>っている。,It's pouring.
