組み合わせる,くみあわせる,join together; combine,いろいろな <ruby>花<rt><span class="furigana">はな</span></rt></ruby>を <ruby>組<rt><span class="furigana">く</span></rt></ruby>み <ruby>合<rt><span class="furigana">あ</span></rt></ruby>わせ、 <ruby>花束<rt><span class="furigana">はなたば</span></rt></ruby>を <ruby>作<rt><span class="furigana">つく</span></rt></ruby>りました。,I put many kinds of flowers together and made a bouquet.
組み込む,くみこむ,incorporate; introduce (something) into,キャンペーンに <ruby>新<rt><span class="furigana">あたら</span></rt></ruby>しいイベントを <ruby>組<rt><span class="furigana">く</span></rt></ruby>み <ruby>込<rt><span class="furigana">こ</span></rt></ruby>みました。,We introduced a new event into the campaign.
追い出す,おいだす,throw out; kick out,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>家<rt><span class="furigana">いえ</span></rt></ruby>から <ruby>追<rt><span class="furigana">お</span></rt></ruby>い <ruby>出<rt><span class="furigana">だ</span></rt></ruby>された。,He got kicked out from his house.
見比べる,みくらべる,look and compare,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>二人<rt><span class="furigana">ふたり</span></rt></ruby>の <ruby>顔<rt><span class="furigana">かお</span></rt></ruby>を <ruby>見比<rt><span class="furigana">みくら</span></rt></ruby>べたの。,She looked alternately at the two of them; reading their faces.
傷つく,きずつく,get hurt,<ruby>私<rt><span class="furigana">わたし</span></rt></ruby>は <ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>の <ruby>言葉<rt><span class="furigana">ことば</span></rt></ruby>に <ruby>傷<rt><span class="furigana">きず</span></rt></ruby>つきました。,Her words hurt me.
言い換える,いいかえる,paraphrase; express in different words,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>易<rt><span class="furigana">やさ</span></rt></ruby>しい <ruby>言葉<rt><span class="furigana">ことば</span></rt></ruby>に <ruby>言<rt><span class="furigana">い</span></rt></ruby>い <ruby>換<rt><span class="furigana">か</span></rt></ruby>えたんだ。,He paraphrased it in easy language.
立て替える,たてかえる,pay for others (for the time being),お <ruby>金<rt><span class="furigana">かね</span></rt></ruby>がないなら <ruby>私<rt><span class="furigana">わたし</span></rt></ruby>が <ruby>立<rt><span class="furigana">た</span></rt></ruby>て <ruby>替<rt><span class="furigana">か</span></rt></ruby>えておきます。,If you don't have any money; I'll pay for you for the time being.
つぶやく,つぶやく,mutter; murmur,<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>一<rt><span class="furigana">いち</span></rt></ruby> <ruby>人<rt><span class="furigana">にん</span></rt></ruby>で <ruby>何<rt><span class="furigana">なに</span></rt></ruby>かつぶやいていたの。,He was muttering something to himself.
被せる,かぶせる,cover (something),<ruby>本<rt><span class="furigana">ほん</span></rt></ruby>にカバーを <ruby>被<rt><span class="furigana">かぶ</span></rt></ruby>せたの。,I put a cover on the book.
犯す,おかす,commit (a crime); make (a mistake),<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>大<rt><span class="furigana">おお</span></rt></ruby>きな <ruby>過<rt><span class="furigana">あやま</span></rt></ruby>ちを <ruby>犯<rt><span class="furigana">おか</span></rt></ruby>している。,He's making a big mistake.
逃がす,にがす,let (someone/something) to escape,<ruby>釣<rt><span class="furigana">つ</span></rt></ruby>った <ruby>魚<rt><span class="furigana">さかな</span></rt></ruby>を <ruby>逃<rt><span class="furigana">に</span></rt></ruby>がしました。,I let go of the fish I had caught.
逃げ出す,にげだす,run away; escape,トラがおりから <ruby>逃<rt><span class="furigana">に</span></rt></ruby>げ <ruby>出<rt><span class="furigana">だ</span></rt></ruby>しました。,A tiger escaped from the cage.
つながる,つながる,be connected; be linked,<ruby>電話<rt><span class="furigana">でんわ</span></rt></ruby>がつながりません。,Phone calls aren't getting through.
混ざる,まざる,be mixed; be stirred,<ruby>水<rt><span class="furigana">みず</span></rt></ruby>と <ruby>油<rt><span class="furigana">あぶら</span></rt></ruby>は <ruby>混<rt><span class="furigana">ま</span></rt></ruby>ざりません。,Water and oil don't mix.
乱れる,みだれる,be disordered; get messed up,<ruby>風<rt><span class="furigana">かぜ</span></rt></ruby>で <ruby>髪<rt><span class="furigana">かみ</span></rt></ruby>が <ruby>乱<rt><span class="furigana">みだ</span></rt></ruby>れたね。,Your hair got messed up in the wind.
乱す,みだす,throw (something) into disorder; corrupt (something),<ruby>彼<rt><span class="furigana">かれ</span></rt></ruby>は <ruby>風紀<rt><span class="furigana">ふうき</span></rt></ruby>を <ruby>乱<rt><span class="furigana">みだ</span></rt></ruby>している。,He's corrupting public morals.
捜す,さがす,look for; search for,<ruby>警察<rt><span class="furigana">けいさつ</span></rt></ruby>がその <ruby>男<rt><span class="furigana">おとこ</span></rt></ruby>を <ruby>捜<rt><span class="furigana">さが</span></rt></ruby>しているの。,The police are searching for the man.
深まる,ふかまる,deepen; become deeper,<ruby>二人<rt><span class="furigana">ふたり</span></rt></ruby>の <ruby>愛<rt><span class="furigana">あい</span></rt></ruby>はますます <ruby>深<rt><span class="furigana">ふか</span></rt></ruby>まっているね。,Their love has become deeper and deeper.
深める,ふかめる,deepen (understanding; knowledge; etc.),<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>異<rt><span class="furigana">い</span></rt></ruby> <ruby>文化<rt><span class="furigana">ぶんか</span></rt></ruby>に <ruby>対<rt><span class="furigana">たい</span></rt></ruby>する <ruby>理解<rt><span class="furigana">りかい</span></rt></ruby>を <ruby>深<rt><span class="furigana">ふか</span></rt></ruby>めたね。,She deepened her understanding of different cultures.
見落とす,みおとす,miss; fail to notice,<ruby>間違<rt><span class="furigana">まちが</span></rt></ruby>いを <ruby>見落<rt><span class="furigana">みお</span></rt></ruby>としたの。,I failed to notice a mistake.
