仕組み,しくみ,construction; mechanism,この <ruby>機械<rt><span class="furigana">きかい</span></rt></ruby>の <ruby>仕組<rt><span class="furigana">しく</span></rt></ruby>みは <ruby>複雑<rt><span class="furigana">ふくざつ</span></rt></ruby>だ。,The mechanism of this machine is complex.
カット,かっと,cut,<ruby>市長<rt><span class="furigana">しちょう</span></rt></ruby>がテープをカットした。,The mayor cut the tape.
織物,おりもの,textile; woven fabric,その <ruby>町<rt><span class="furigana">まち</span></rt></ruby>は <ruby>織物<rt><span class="furigana">おりもの</span></rt></ruby> <ruby>業<rt><span class="furigana">ぎょう</span></rt></ruby>で <ruby>有名<rt><span class="furigana">ゆうめい</span></rt></ruby>です。,The town is famous for its textile industry.
進行,しんこう,advancement; progress,<ruby>学会<rt><span class="furigana">がっかい</span></rt></ruby>は <ruby>予定<rt><span class="furigana">よてい</span></rt></ruby> <ruby>通<rt><span class="furigana">どお</span></rt></ruby>りに <ruby>進行<rt><span class="furigana">しんこう</span></rt></ruby>しています。,The academic conference is proceeding as scheduled.
進出,しんしゅつ,advancement; foray,<ruby>大手<rt><span class="furigana">おおて</span></rt></ruby>チェーン <ruby>店<rt><span class="furigana">てん</span></rt></ruby>が <ruby>進出<rt><span class="furigana">しんしゅつ</span></rt></ruby>している。,The major chain store is expanding.
進路,しんろ,route; path,<ruby>卒業<rt><span class="furigana">そつぎょう</span></rt></ruby> <ruby>後<rt><span class="furigana">ご</span></rt></ruby>の <ruby>進路<rt><span class="furigana">しんろ</span></rt></ruby>を <ruby>迷<rt><span class="furigana">まよ</span></rt></ruby>っています。,I'm having a hard time deciding what path I'll take after graduation.
行進,こうしん,march; parade,<ruby>開会<rt><span class="furigana">かいかい</span></rt></ruby> <ruby>式<rt><span class="furigana">しき</span></rt></ruby>で <ruby>選手<rt><span class="furigana">せんしゅ</span></rt></ruby>たちが <ruby>行進<rt><span class="furigana">こうしん</span></rt></ruby>しました。,The athletes marched in the opening ceremony.
推進,すいしん,promotion,その <ruby>会社<rt><span class="furigana">かいしゃ</span></rt></ruby>はリサイクルを <ruby>推進<rt><span class="furigana">すいしん</span></rt></ruby>してるね。,The company is promoting recycling.
ダウン,だうん,down; malfunction,サーバーがダウンしています。,The server is down.
主任,しゅにん,person in charge; chief,<ruby>彼女<rt><span class="furigana">かのじょ</span></rt></ruby>は <ruby>会計<rt><span class="furigana">かいけい</span></rt></ruby> <ruby>主任<rt><span class="furigana">しゅにん</span></rt></ruby>です。,She's a chief accountant.
